SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
31801146516,50,1387,672,150,1897,0.8,1319,2.4
31801146517,41,1184,716,180,1875,0.7,1424,2.1
31801146518,42,1192,850,190,2250,0.7,1963,2.6
31801146519,62,897,476,240,1036,0.7,843,1.9
31801146520,59,1083,509,255,1220,0.7,907,2
31801146601,27,2167,384,125,898,1.2,985,3.7
31801146602,0,0,0,0,0,0,0,0
31802146701,42,1509,804,300,1968,0.7,1687,2.5
31802146702,36,1105,512,265,1125,0.9,900,2.4
31802146704,30,1187,695,270,1476,0.8,1292,2.5
31802146705,34,1207,683,278,1819,0.8,1389,2.5
31802146706,38,1408,741,280,1958,0.8,1597,2.5
31802146707,39,1582,990,290,2525,0.7,1892,2.5
31802146708,35,1343,823,285,1843,0.8,1656,2.7
31802146709,44,1593,687,320,1937,0.8,1828,2.7
31802146710,40,1452,943,305,2405,0.8,1949,2.5
31802146711,43,1445,622,293,1531,0.9,1279,2.6
31802146712,34,1387,725,303,1687,0.7,1458,2.5
31802146713,36,1300,714,250,1624,0.8,1187,2.2
31802146714,57,0,649,0,0,0,649,1
31802146715,34,1300,633,250,1333,0.9,914,1.9
31802146716,30,399,525,250,1062,0.9,762,1.8
31802146717,48,1733,578,225,1699,0.8,1268,2.2
31802146801,34,1300,900,330,1875,0.7,1607,2.6
31802146802,41,1560,758,400,2094,0.7,1978,2.6
31802146803,86,0,408,0,0,0,0,0
31802146804,41,1868,982,350,2386,0.6,2176,2.4
31802146805,38,1350,973,350,2175,0.7,1800,2.5
31802146806,39,1831,850,340,2531,0.7,2150,2.7
31802146807,39,1400,857,340,2227,0.8,2062,2.8
31802146808,39,1281,844,330,2172,0.7,2039,2.6
31802146810,32,1600,966,410,2531,0.8,2531,3.3
31802146811,22,0,1312,109,0,1,1337,1
31802146812,36,1521,844,423,2297,0.8,2329,3.1
31802146813,35,1201,751,320,2050,0.8,1833,2.7
31802146814,40,0,900,340,2374,1.7,2374,3
31802146815,32,1733,884,400,2343,0.8,2158,3.1
31802146816,31,1733,949,400,2285,0.7,2178,3
31802146817,37,1517,967,390,2522,0.7,2356,2.9
31802146818,38,1733,910,365,2283,0.7,2109,3
31802146819,43,1675,910,410,2725,0.7,2545,2.9
31802146820,41,1593,815,400,2980,0.7,2692,2.9
31802146821,46,1400,984,490,3250,0.7,3083,3
31802146822,43,2071,1113,500,3208,0.7,3173,3
31802146823,45,1733,984,470,2750,0.8,2892,3.2
31802146824,42,1733,824,355,1731,0.7,1523,2.5
31802146825,35,1800,956,378,2250,0.7,2133,2.9
31802146826,52,1700,1163,395,2799,0.7,2774,2.7
31802146827,37,1800,939,385,2550,0.8,2402,3.2
31802146828,39,1560,1006,390,2451,0.7,2395,2.8
31802146829,48,1441,1117,425,2680,0.7,2512,2.8
31802146901,37,1733,1176,305,3031,0.8,2308,2.7
31802146902,39,1300,779,250,1875,0.8,1301,2.2
31802146903,37,1800,872,320,2659,0.8,1916,2.7
31802146904,54,1733,736,275,2146,0.8,1303,1.8
31802146905,71,1875,610,265,2107,0.8,900,1.8
31802146906,49,1733,1056,340,2333,0.7,2150,2.4
31802146907,44,1733,1139,300,2978,0.7,2421,2.6
31802146908,17,0,116,0,725,0.8,483,1.1
31802146909,44,2442,1059,395,3324,0.7,2349,2.7
31802147001,48,2000,1067,450,2521,0.8,2523,2.8
31802147002,43,1733,868,400,2227,0.8,2184,3
31802147003,45,1777,922,400,2596,0.7,2519,2.9
31802147004,44,1603,974,275,2459,0.8,2437,3
31802147007,46,1842,772,395,2143,0.7,2166,2.7
31802147008,49,1733,734,388,1771,0.7,1762,2.8
31802147012,34,1997,979,435,2562,0.8,2683,3.4
31802147013,28,1733,1156,350,2513,0.7,2305,2.9
31802147014,27,1733,1061,262,2321,0.8,2298,3
31802147015,51,1517,717,325,1937,0.9,1447,2.4
31802147016,28,1733,1134,323,2285,0.7,2058,2.5
31802147018,36,2243,1080,480,2845,0.9,3014,3.5
31802147020,28,1596,1028,340,2260,0.7,2060,2.7
31802147021,26,1517,1234,263,2530,0.8,2507,3
31802147022,31,1733,1119,375,2553,0.7,2390,2.9
31802147023,29,2194,1368,510,2960,0.8,2985,3.3
31802147024,29,1850,1284,440,2775,0.8,2737,2.9
31802147025,36,2700,807,390,2187,0.9,1833,3.1
31802147026,27,1800,1127,400,2429,0.7,2320,2.9
31802147027,27,1602,1160,370,2594,0.7,2397,2.8
31802147101,29,1083,516,190,1270,0.8,1115,2.8
31802147102,31,1311,778,254,1602,0.8,1473,2.5
31802147103,26,1430,753,260,1803,0.9,1577,2.8
31802147104,32,1300,627,250,1298,0.8,1213,2.7
31802147105,42,1142,634,250,1444,0.8,1237,2.2
31802147106,32,1517,893,335,2026,0.8,1951,3
31802147107,41,1300,640,285,1524,0.7,1260,2.5
31802147108,35,1300,712,323,1774,0.8,1767,2.9
31802147109,37,1517,796,300,1875,0.8,1678,2.8
31802147110,37,1083,557,260,1295,0.8,1265,2.5
31802147111,29,1462,820,323,2066,0.8,1762,2.7
31802147112,35,1473,742,325,1699,0.8,1635,2.7
31802147113,40,1300,672,300,1694,0.8,1548,2.7
31802147114,38,1300,739,340,1694,0.8,1478,2.2
31802147115,47,2297,751,335,3365,0.7,3363,3.3
31802147117,37,1473,739,328,2020,0.8,1731,2.7
31802147118,35,1300,684,318,1600,0.7,1347,2.3
31802147119,32,1750,1011,340,1375,1.1,1437,2
31802147120,39,1300,719,300,1708,0.8,1536,2.8
31802147121,31,1213,683,280,1325,0.9,1260,2.9
31802147122,36,2535,792,275,2571,1,2849,3.5
31802147123,38,1300,697,300,1819,0.8,1518,2.7
31802147124,0,0,0,0,0,0,0,0
31802147125,35,1430,889,325,1946,0.8,1786,2.7
31802147126,28,1275,504,230,1174,0.9,979,2.8
31802147127,33,1517,837,265,2015,0.7,1575,2.5
31802147128,28,1042,510,240,1125,0.9,1053,2.8
31802147129,36,1300,701,305,1412,0.8,1375,2.7
31802147130,79,457,471,105,944,0.5,713,1.4
31802147131,70,1571,581,310,1166,0.5,1100,1.9
31802147201,43,1404,824,330,2160,0.8,1875,2.8
31802147202,41,1300,539,263,1304,0.9,855,2
31802147203,38,1200,660,281,1625,0.8,1350,2.6
31802147204,33,1365,707,237,1718,0.8,1406,2.5
31802147205,41,1369,710,290,1458,0.7,1375,2.3
31802147206,46,1374,705,268,2113,0.7,1213,2.2
31802147207,40,1300,717,320,2011,0.8,1737,2.7
31802147208,45,1444,956,330,2454,0.7,2291,2.7
31802147209,42,1408,698,310,1583,0.7,1354,2.5
31802147210,33,1343,725,280,1694,0.8,1531,2.8
31802147211,38,1232,683,300,1666,0.7,1458,2.6
31802147212,36,1143,816,335,1924,0.8,1768,2.7
31802147213,33,1300,722,300,1762,0.8,1423,2.5
31802147214,49,1300,596,270,1534,0.7,910,2
31802147215,38,1398,735,325,1875,0.7,1562,2.7
31802147216,41,1474,730,320,2014,0.8,1463,2.4
31802147401,31,1192,678,300,1562,0.8,1481,2.6
31802147402,27,1530,740,345,1922,0.7,1437,2.4
31802147403,33,1520,1023,350,2267,0.7,1942,2.5
31802147404,37,1454,1214,380,3200,0.7,2727,2.6
31802147405,27,1733,985,360,2355,0.7,2166,2.6
31802147406,27,1700,1008,380,2592,0.7,2326,2.9
31802147407,28,1430,1032,365,2191,0.8,1739,2.5
31802147408,28,1829,1056,393,3033,0.7,2356,2.8
31802147409,27,1408,942,350,2131,0.8,1663,2
31802147410,37,2167,1198,450,3175,0.7,2944,3
31802147411,19,0,139,341,0,1,75,1
31802147412,23,2050,769,440,2937,0.8,2683,3.5
31802147413,68,0,539,0,0,0,0,0
31802147414,35,1300,659,320,1587,0.7,1554,2.7
31802147415,41,867,928,310,2250,0.7,1875,2.3
31802147416,36,1517,1051,373,2480,0.7,1958,2.5
31802147417,23,2184,1036,460,3249,0.9,3333,3.9
31802147501,34,1313,787,260,1761,0.8,1444,2.2
31802147502,38,1668,866,260,2568,0.8,1413,2.1
31802147503,34,1005,944,270,1786,0.8,1375,1.9
31802147504,45,1615,1052,260,2522,0.8,1718,2.1
31802147505,43,1300,810,220,2019,0.8,1125,1.7
31802147506,37,1500,1016,245,2356,0.8,1544,1.9
31802147507,40,1600,941,280,2656,0.8,1807,2.1
31802147508,40,1517,873,250,2156,0.8,1458,2.1
31802147509,49,1200,780,318,1589,0.8,1375,1.9
31802147510,44,1733,855,200,1333,0.8,1275,2
31802147511,45,1300,604,250,1395,0.8,939,1.9
31802147512,43,1273,681,250,1550,0.7,1292,2.1
31802147513,46,1185,611,200,1388,0.8,992,1.8
31802147514,27,0,1375,75,0,0.9,1375,1
31802147515,40,1300,473,120,1180,0.9,610,1.8
31802147516,38,1647,835,250,1958,0.7,1421,2
31802147517,40,1305,859,250,1937,0.8,1230,1.9
31802147601,35,1224,812,265,1837,0.8,1312,2.4
31802147602,29,1300,474,240,1281,0.8,900,2
31802147603,41,1484,863,290,2073,0.8,1645,2.4
31802147604,40,1345,805,275,1847,0.7,1507,2.2
31802147605,41,1408,836,260,1937,0.8,1489,2.3
31802147606,38,1300,837,318,1958,0.7,1521,2.4
31802147607,40,1300,625,248,1421,0.8,994,2.1
31802147608,37,1300,804,310,1978,0.7,1625,2.6
31802147609,37,1300,767,280,2111,0.7,1364,2.2
31802147610,43,1517,669,240,1512,0.8,1166,2.2
31802147611,42,1125,768,310,2075,0.8,1597,2.5
31802147612,30,1300,547,174,1218,0.8,1077,2.7
31802147613,33,1360,833,300,2080,0.8,1767,2.5
31802147614,34,1100,922,305,1921,0.8,1691,2.6
31802147615,40,1083,509,290,1478,0.8,1265,2.5
31802147616,33,1300,765,300,1924,0.7,1607,2.5
31802147617,39,1300,881,270,1978,0.8,1597,2.1
31802147618,44,1300,868,305,2078,0.9,1512,2.2
31802147619,36,1279,518,200,1375,0.7,1089,2.4
31802147620,44,1473,681,295,1768,0.7,1359,2.4
31802147621,38,1300,727,295,1548,0.8,1508,2.5
31802147701,36,1301,787,320,1863,0.7,1769,2.6
31802147702,37,1300,671,270,1687,0.8,1329,2.7
31802147703,42,1372,638,300,1618,0.7,1390,2.4
31802147704,37,1062,596,250,1487,0.8,1166,2.7
31802147705,42,1200,692,298,1553,0.7,1375,2.4
31802147706,41,1636,596,230,1485,0.8,1091,2.2
31802147707,48,1300,595,305,1224,0.7,1045,2.4
31802147708,70,1042,546,277,1286,0.7,738,1.6
31802147709,31,1216,717,255,1531,0.8,1352,2.3
31802147710,31,1083,612,225,1392,0.9,1387,2.7
31802147711,30,1254,864,305,2038,0.8,1812,2.6
31802147801,37,1344,713,263,1875,0.8,1100,1.8
31802147802,38,1419,769,280,1812,0.8,1531,2.5
31802147803,39,997,731,280,1524,0.7,1010,1.8
31802147804,33,1350,1030,290,2107,0.8,1530,1.8
31802147805,38,1231,796,260,1625,0.8,1164,1.7
31802147806,39,1343,841,280,1437,0.7,1220,1.8
31802147807,32,2417,1244,390,3075,0.7,2729,2.7
31802147808,34,1196,780,250,1928,0.8,1212,2
31802147809,37,1548,885,240,2274,0.7,1416,2.2
31802147810,36,1625,1004,295,2395,0.7,1625,2.1
31802147811,33,1450,834,260,1828,0.8,1302,2.2
31802147812,35,1404,857,245,1931,0.8,1362,2.1
31802147813,38,1400,850,260,1762,0.8,1336,2.1
31802147814,36,1300,876,270,1708,0.8,1375,2.2
31802147815,37,1300,871,250,2053,0.8,1475,2.2
31802147901,52,1614,704,223,2016,0.8,976,1.9
31802147902,39,1300,713,250,1687,0.9,1125,2
31802147903,37,1372,746,248,1887,0.9,1281,2.2
31802147904,37,1517,737,230,1850,0.9,982,1.9
31802147905,36,1328,816,250,2071,0.9,1300,2.1
31802147906,41,1773,1121,295,2818,0.8,2399,2.7
31802147907,43,1517,891,300,2250,0.7,1656,2.3
31802147908,42,1677,863,240,2156,0.8,1444,2.1
31802147909,38,1300,802,248,2175,0.8,1289,2.1
31802147912,33,1300,967,300,2146,0.8,1721,2.3
31802147913,0,0,0,0,0,0,0,0
31802147914,44,1300,698,240,1671,0.8,968,1.9
31802147915,36,1562,752,250,1375,0.8,1076,1.9
31802148001,30,1300,678,280,1339,0.9,1347,2.9
31802148003,26,1354,802,288,1545,0.8,1488,2.7
31802148004,40,1603,889,400,2386,0.8,2304,3.1
31802148005,46,1688,823,375,2211,0.7,2071,2.7
31802148006,29,2500,866,176,1833,1,1958,3.2
31802148007,35,1226,673,293,2049,0.8,1625,3
31802148008,36,1300,692,295,1625,0.8,1333,2.8
31802148009,28,1300,757,330,1428,0.8,1375,3
31802148011,40,1200,628,300,1466,0.8,1356,2.7
31802148012,41,1929,1034,490,2750,0.7,2725,3.1
31802148013,32,1300,687,260,1589,0.8,1333,2.6
31802148014,29,1650,824,313,2050,0.8,1906,2.9
31802148015,38,1200,712,320,1916,0.8,1638,2.6
31802148016,36,1300,696,300,1771,0.8,1562,2.8
31802148017,36,1205,704,260,1510,0.8,1393,2.6
31802148018,39,1400,815,310,1635,0.8,1535,2.7
31802148019,41,1975,973,463,2356,0.8,2437,3.2
31802148021,34,1733,716,285,1713,0.8,1489,2.8
31802148022,40,1650,739,300,2250,0.8,1850,2.8
31802148023,37,1509,703,260,1895,0.9,1786,2.8
31802148024,41,2026,813,400,2277,0.8,2222,3.1
31802148025,36,1250,687,255,1731,0.8,1514,2.7
31802148026,27,1509,863,330,1850,0.8,1625,3
31802148027,35,1975,900,400,2650,0.9,2725,3.6
31802148028,33,1517,807,330,2021,0.7,1771,2.8
31802148029,29,1153,657,250,1278,0.8,1261,2.5
31802148101,39,1387,767,320,1828,0.7,1612,2.5
31802148102,35,1365,772,330,2107,0.8,1937,2.9
31802148103,41,1300,687,250,1670,0.8,1158,2.4
31802148104,48,1400,659,293,1781,0.7,1133,2.1
31802148105,41,1322,595,255,1375,0.8,1233,2.5
31802148106,44,1300,748,300,1553,0.7,1474,2.5
31802148107,37,1300,643,310,1625,0.8,1388,2.8
31802148108,36,1354,730,320,1733,0.8,1487,2.7
31802148109,30,1200,575,250,1424,0.8,862,2.5
31802148110,42,1371,708,250,1542,0.8,1271,2.4
31802148111,42,1257,706,245,1583,0.7,1268,2.2
31802148112,38,1300,676,253,1419,0.7,1168,2.2
31802148113,39,1192,751,280,1491,0.7,1347,2.3
31802148114,33,1300,825,290,2115,0.9,1875,2.8
31802148115,37,1005,655,250,1300,0.8,1224,2.6
31802148116,39,1400,746,290,1562,0.8,1392,2.5
31802148117,37,1387,642,280,1775,0.8,1284,2.5
31802148118,40,1336,744,320,1687,0.7,1447,2.5
31802148119,40,1289,707,305,1774,0.7,1362,2.6
31802148120,80,1257,489,235,1416,0.7,745,1.6
31802148121,34,1300,708,300,1949,0.8,1468,2.8
31802148122,29,1235,479,176,1018,0.9,1017,3
31802148123,24,1200,558,179,1050,1,939,3.4
31802148124,37,1350,579,227,1399,0.8,1042,2.5
31802148201,43,1465,850,365,2062,0.7,1775,2.6
31802148202,35,1600,994,390,2383,0.7,2205,3
31802148203,41,1614,960,375,2485,0.7,2289,2.9
31802148204,33,1500,1051,385,2341,0.8,2312,3.1
31802148205,46,1408,771,370,1812,0.7,1728,2.6
31802148206,37,1625,922,350,2021,0.7,1921,2.6
31802148207,38,1539,863,373,2107,0.7,1854,2.7
31802148208,38,1517,789,383,2143,0.7,2161,2.9
31802148209,41,1517,884,348,2156,0.6,1666,2.4
31802148211,33,1500,922,353,2303,0.8,2020,3
31802148212,57,1500,762,345,2025,0.7,1833,2.6
31802148213,41,1375,878,305,1916,0.8,1713,2.6
31802148214,35,1430,769,300,1983,0.8,1692,2.6
31802148215,37,1300,763,310,1859,0.7,1666,2.6
31802148217,37,1701,971,350,2214,0.7,2140,2.7
31802148218,42,1517,920,350,1937,0.7,1803,2.6
31802148219,45,1788,923,370,2261,0.7,2090,2.6
31802148220,40,1485,804,340,2027,0.7,1583,2.7
31802148221,51,1500,741,383,1949,0.7,1612,2.2
31802148222,47,1368,691,300,1843,0.7,1412,2.3
31802148223,44,1430,753,300,1916,0.8,1469,2.3
31802148224,43,1517,743,330,1946,0.8,1819,2.7
31802148225,40,1387,960,350,2220,0.7,1875,2.6
31802148226,44,1453,960,340,2172,0.7,1987,2.6
31802148227,40,1343,823,325,1859,0.8,1728,2.8
31802148228,47,2000,855,305,2536,0.7,1702,2.5
31802148229,51,2290,1448,623,3849,0.7,3700,2.7
31802148230,31,2037,1131,365,2536,0.7,2527,2.8
31802148231,35,1506,789,373,2134,0.8,2018,3
31802148232,35,1378,852,320,1773,0.8,1680,2.4
31802148233,42,1517,742,330,1536,0.7,1408,2.4
31802148234,44,1600,762,368,1958,0.7,1656,2.8
31802148235,32,1343,936,360,2229,0.7,1918,2.6
31802148236,36,1534,929,370,2075,0.7,1892,2.8
31802148237,31,1300,978,360,1981,0.8,1731,2.8
31802148238,29,1517,896,360,2015,0.8,1987,3.1
31802148239,35,1517,920,330,2326,0.9,2263,3.1
31802148240,29,2048,1130,279,2403,0.8,2230,3
31802148241,29,1469,1030,350,2329,0.8,2240,3
31802148242,28,1517,954,340,2178,0.8,2072,2.9
31802148243,31,1500,820,370,1704,0.7,1537,2.6
31802148244,38,1532,856,340,1859,0.7,1481,2.4
31802148245,30,1509,1120,370,2384,0.7,2194,2.6
31802148246,0,0,0,0,0,0,0,0
31802148247,30,1517,973,360,2159,0.8,1960,2.9
31802148248,42,1300,742,290,1699,0.8,1862,2.7
31802148301,58,1572,630,290,1212,0.7,1021,1.9
31802148302,56,1300,652,300,1468,0.7,1144,2.1
31802148304,56,1469,687,255,1333,0.7,990,1.8
31802148305,64,2000,725,990,2666,0.8,1499,1.7
31802148306,59,1236,625,320,1323,0.8,1067,2.1
31802148308,64,1200,653,380,1524,0.7,1172,1.6
31802148309,0,0,0,0,0,0,0,0
31802148310,56,1300,624,305,1363,0.7,947,1.9
31802148311,60,1842,888,420,1624,0.8,1333,1.7
31802148312,58,1092,591,395,1291,0.9,1125,2.2
31802148401,36,1300,807,300,1798,0.8,1531,2.6
31802148402,41,1517,726,340,2271,0.8,1940,2.7
31802148403,38,1500,1003,375,2481,0.7,2161,2.7
31802148404,33,1300,748,290,1837,0.8,1518,2.7
31802148405,47,1383,850,293,2160,0.6,1437,2.2
31802148407,0,0,0,0,0,0,0,0
31802148408,46,1365,691,300,1571,0.7,1350,2.3
31802148410,32,1733,1010,400,2512,0.7,2291,2.9
31802148411,34,1925,1069,400,2819,0.8,2618,3
31802148412,36,1517,1069,388,2522,0.7,2250,2.8
31802148413,34,1679,890,380,2238,0.8,2108,2.9
31802148415,38,1970,1199,418,2687,0.7,2603,2.9
31802148416,31,1710,930,338,2008,0.9,1540,2.3
31802148418,36,1399,753,330,1937,0.7,1727,2.5
31802148419,39,1733,1133,410,2853,0.7,2750,2.8
31802148420,28,1750,956,264,2374,0.8,2125,2.9
31802148421,0,0,0,0,0,0,0,0
31802148422,34,1429,793,320,2013,0.8,1666,2.7
31802148423,28,1733,974,337,2140,0.8,2014,2.8
31802148424,29,1649,1111,383,2484,0.7,2239,2.8
31802148425,36,2000,1093,400,2629,0.8,2571,3
31802148501,50,1520,877,280,1978,0.7,1625,2.2
31802148502,40,1300,681,270,1625,0.8,1226,2.1
31802148503,38,1408,818,280,1916,0.8,1458,2.2
31802148504,76,1300,535,201,1542,0.8,689,1.7
31802148505,47,1623,687,260,2050,0.7,1288,2.2
31802148506,42,1300,786,310,2156,0.7,1645,2.4
31802148507,24,1432,577,290,2083,0.7,1792,2.4
31802148508,41,1517,952,300,2555,0.7,1764,2.4
31802148509,45,1067,660,235,1781,0.8,919,1.7
31802148510,38,1517,826,300,2147,0.7,1921,2.6
31802148601,57,1267,520,290,1198,0.8,1019,2.2
31802148602,46,1541,836,320,1928,0.8,1781,2.7
31802148604,49,1344,652,280,1511,1.1,1176,2.4
31802148605,38,1300,747,260,1875,0.8,1575,2.6
31802148606,61,1083,478,245,1037,0.8,870,1.8
31802148607,62,1372,646,280,1481,0.9,1263,2.1
31802148608,41,1700,797,320,1984,0.8,1794,2.8
31802148610,50,1920,791,310,1625,0.8,1458,2.3
31802148611,49,1443,809,320,2019,0.7,1448,2.2
31802148613,43,1707,908,225,2405,0.9,2125,2.9
31802148615,34,1700,1009,350,2297,0.8,2144,2.8
31802148616,40,2167,1053,340,2750,0.8,2416,3
31802148617,38,1733,868,410,2187,0.8,2166,3
31802148618,58,1083,656,280,1562,0.8,1166,2
31802148619,44,1700,813,350,2069,0.8,1854,2.6
31802148620,37,1700,923,360,2270,0.8,2115,2.8
31802148621,39,1694,966,58,2187,1,2562,3
31802148622,41,2024,655,285,2045,0.9,1792,3.1
31802148623,36,2000,912,380,2214,0.9,2177,3.1
31802148624,57,1602,590,195,1825,1,1287,2.7
31802148702,45,1018,713,260,1583,0.7,976,1.9
31802148703,36,1300,810,305,1728,0.8,1600,2.3
31802148704,39,1200,738,270,1819,0.8,1437,2.4
31802148705,32,1849,1185,445,3183,0.7,3067,3.1
31802148706,34,1902,1206,420,2697,0.7,2700,2.8
31802148707,29,2040,1288,440,2933,0.8,2924,3
31802148710,33,1957,1367,450,3026,0.7,2799,3
31802148712,44,1300,623,270,1775,0.8,1226,2.2
31802148713,54,1504,760,277,1875,0.8,1390,2.3
31802148714,35,2100,1223,430,3187,0.7,2971,3
31802148715,33,2342,1325,430,3390,0.7,3283,3
31802148717,0,0,0,0,0,0,0,0
31802148718,0,0,0,0,0,0,0,0
31802148719,33,1196,953,340,2092,0.9,1812,2.1
31802148720,33,1950,1256,450,3191,0.7,3044,3.2
31802148721,26,1517,1121,350,2399,0.7,1699,1.9
31802148722,27,1767,972,328,1674,0.8,1355,1.9
31802148723,28,1482,1158,345,2218,0.7,1687,1.9
31802148724,36,1760,1139,440,2703,0.8,2596,3
31802148725,28,1517,1229,390,2282,0.9,1870,1.8
31802148726,26,1733,1253,350,2312,0.7,1786,1.9
31802148801,41,1506,916,268,2312,0.8,1386,2
31802148802,44,1733,942,300,2136,0.8,1696,2.3
31802148803,41,1445,871,333,2187,0.8,1662,2.4
31802148804,60,0,387,2100,0,1.5,762,2
31802148805,0,0,0,0,0,0,0,0
31802148806,0,0,0,0,0,0,0,0
31802148807,40,1300,848,250,1924,0.8,1317,2
31802148808,35,1352,933,273,2133,0.8,1566,2.2
31802148809,38,1418,737,253,1656,0.7,1260,2.1
31802148810,30,1509,939,330,2059,0.8,1756,2.2
31802148811,35,1528,838,305,2015,0.7,1687,2.4
31802148812,35,1636,881,300,2094,0.8,1797,2.3
31802148813,35,1404,906,285,2250,0.7,1446,2.2
31802148814,40,1430,772,260,2031,0.7,1333,2.1
31802148815,39,1288,1118,310,2125,0.8,1305,1.6
31802148816,43,1613,976,320,2173,0.8,1554,1.8
31802148901,44,1777,735,323,2117,0.9,2083,3
31802148902,50,1560,748,223,1884,0.9,1547,2.5
31802148903,50,1733,691,240,1839,0.9,1416,2.4
31802148904,0,0,0,0,0,0,0,0
31802148905,46,1737,796,320,2307,0.8,2019,2.7
31802148906,44,1502,976,350,2299,0.8,2131,2.6
31802148907,47,1733,975,300,2353,0.8,2187,2.7
31802148908,54,1611,708,290,1625,0.9,1431,2.3
31802148909,37,2100,1176,310,2874,0.9,2758,2.9
31802148911,58,1200,570,245,1420,0.9,1158,2.1
31802148912,48,1300,771,250,1833,1,1562,2.4
31802148913,55,1733,667,250,1471,0.9,1154,2.1
31802148914,0,0,0,0,0,0,0,0
31802148915,31,1742,1153,335,2674,0.8,2507,2.7
31802149001,47,3250,1705,678,4353,0.7,4250,2.8
31802149002,39,2000,1302,395,3225,0.7,2297,2.1
31802149003,35,1534,977,420,2922,0.7,2146,2
31802149004,51,2041,983,300,2200,0.8,1458,1.7
31802149005,47,1600,1172,313,2531,0.7,1726,1.7
31802149006,40,2400,1028,270,3025,0.8,1625,2.1
31802149007,39,2450,1210,355,3321,0.7,2220,2.3
31802149008,32,1466,712,280,2405,0.8,1387,1.7
31802149009,54,2600,1387,550,3345,0.8,2442,1.9
31802149010,42,1828,1223,398,2583,0.7,2023,1.8
31802149012,41,1235,1230,365,2272,0.8,1992,1.7
31802149013,43,1950,959,250,2750,0.8,1728,2.1
31802149014,35,1257,1292,400,2352,0.8,1840,1.7
31802149015,0,0,0,0,0,0,0,0
31802149016,38,1950,931,275,2204,0.8,1383,2
31802149017,44,1300,935,285,2083,0.8,1488,1.8
31802149018,42,1634,910,270,1781,0.8,1267,1.6
31802149019,38,1506,844,270,1471,0.8,1062,1.6
31802149020,42,1625,976,448,2692,0.8,2240,1.8
31802149021,44,1898,1312,310,3178,0.7,2262,1.9
31802149022,33,1300,874,360,2200,0.8,1562,1.6
31802149101,34,0,0,0,0,0.6,0,2
31802149102,45,1426,796,325,1728,0.6,1512,2.3
31802149103,43,1118,729,305,1625,0.7,1412,2.5
31802149104,52,1235,588,320,1430,0.8,884,2
31802149105,37,1200,703,280,2091,0.8,1416,2.5
31802149106,34,1135,526,200,1512,0.8,1204,2.6
31802149107,44,1300,827,320,1892,0.8,1682,2.6
31802149108,38,1300,774,230,2125,0.8,1800,2.8
31802149109,41,1202,640,288,1687,0.8,1350,2.5
31802149110,48,1300,692,325,1792,0.8,1217,2
31802149111,38,1286,818,280,1767,0.7,1484,2.5
31802149112,45,1300,814,290,1921,0.7,1583,2.4
31802149113,42,1203,700,250,1531,0.8,1181,2.3
31802149114,54,1300,584,220,1458,1,1125,2
31802149115,47,1250,662,280,1687,0.8,1406,2.6
31802149116,0,0,0,0,0,0,0,0
31802149117,45,1517,972,303,2288,0.6,2116,2.4
31802149118,46,1126,712,273,1937,0.7,1468,2.2
31802149119,0,0,0,0,0,0,0,0
31802158201,42,1750,1019,380,2533,0.7,2408,2.8
31802158202,43,1600,822,390,2019,0.8,1875,2.8
31802158203,0,0,0,0,0,0,0,0
31802158204,28,1733,972,360,2131,0.7,1962,2.9
31802158205,28,1798,1156,265,2511,0.8,2384,3
31802158206,34,2167,1356,545,3352,0.8,3312,3.5
31802158207,29,1950,1246,400,2886,0.8,2702,3
31802158208,45,1639,886,380,2518,0.7,2139,2.7
31802158209,29,1539,1184,325,2411,0.8,2190,2.7
31802158210,27,1700,986,380,2302,0.8,2142,3.2
31802158211,27,1925,1125,375,2526,0.8,2358,3.1
31802158212,29,1343,891,320,1937,0.8,1600,2.8
31802158213,30,1733,1062,300,2489,0.8,2312,2.9
31802158214,36,1381,771,265,1687,0.8,1375,2.4
31802158215,28,1867,1100,370,2308,0.8,2208,3
31802158216,45,1733,865,430,2392,0.7,2208,2.7
31802158217,27,1733,1134,360,2190,0.8,2198,2.9
31802158218,29,1538,823,370,1937,0.8,1916,3.1
31802158219,38,1777,969,400,2663,0.8,2543,3.1
31802158220,26,1646,1104,385,2258,0.8,2187,2.8
31802158221,33,1560,952,375,2181,0.8,2096,2.9
31802158222,40,1733,886,370,2416,0.8,2117,2.8
31802158223,29,1783,1221,370,2481,0.8,2374,2.8
31802158224,30,1744,1091,378,2565,0.7,2568,2.9
31802158225,31,1733,824,350,1949,0.8,2015,3
31802158226,59,1549,1062,300,1999,0.4,1374,1.5
31802158227,54,0,687,180,1875,0.8,1062,1.7
31802158228,33,1550,938,378,2383,0.8,2325,3.1
31802158229,35,1835,1093,380,2669,0.7,2508,3
31802158230,31,1733,995,375,2578,0.8,2391,3.1
31802158231,30,1950,1128,380,2463,0.7,2487,3
31802158232,30,1430,941,340,2031,0.8,1964,2.9
31802158233,27,1668,1176,385,2439,0.7,2291,2.8
31802158234,28,1517,1002,370,2289,0.8,2232,3
31802158235,32,1613,961,375,2394,0.7,2166,2.9
31802158236,31,1693,1458,410,3124,0.6,2666,2.8
